,Alpha,Confusion Matrix
0,0.0001,"[118, 192, 75, 394]"
1,0.0005,"[134, 176, 77, 392]"
2,0.0008,"[154, 156, 84, 385]"
3,0.001,"[151, 159, 81, 388]"
4,0.002,"[152, 158, 78, 391]"
5,0.003,"[139, 171, 76, 393]"
6,0.004,"[144, 166, 64, 405]"
7,0.005,"[129, 181, 70, 399]"
8,0.01,"[91, 219, 35, 434]"
