,Alpha,Confusion Matrix
0,0.0001,"[76, 235, 50, 419]"
1,0.0005,"[116, 195, 78, 391]"
2,0.0008,"[105, 206, 70, 399]"
3,0.001,"[106, 205, 74, 395]"
4,0.002,"[128, 183, 81, 388]"
5,0.003,"[124, 187, 92, 377]"
6,0.004,"[106, 205, 64, 405]"
7,0.005,"[124, 187, 91, 378]"
8,0.01,"[80, 231, 48, 421]"
