,Alpha,Confusion Matrix
0,0.0001,"[97, 213, 38, 431]"
1,0.0005,"[131, 179, 42, 427]"
2,0.0008,"[91, 219, 40, 429]"
3,0.001,"[135, 175, 53, 416]"
4,0.002,"[145, 165, 57, 412]"
5,0.003,"[130, 180, 59, 410]"
6,0.004,"[120, 190, 51, 418]"
7,0.005,"[118, 192, 45, 424]"
8,0.01,"[102, 208, 33, 436]"
