,Alpha,Confusion Matrix
0,0.0001,"[103, 207, 48, 421]"
1,0.0005,"[96, 214, 42, 427]"
2,0.0008,"[141, 169, 79, 390]"
3,0.001,"[107, 203, 50, 419]"
4,0.002,"[117, 193, 65, 404]"
5,0.003,"[115, 195, 62, 407]"
6,0.004,"[133, 177, 81, 388]"
7,0.005,"[114, 196, 49, 420]"
8,0.01,"[68, 242, 35, 434]"
