,Alpha,Confusion Matrix
0,0.0001,"[115, 196, 57, 412]"
1,0.0005,"[116, 195, 66, 403]"
2,0.0008,"[128, 183, 71, 398]"
3,0.001,"[88, 223, 45, 424]"
4,0.002,"[115, 196, 65, 404]"
5,0.003,"[106, 205, 55, 414]"
6,0.004,"[141, 170, 69, 400]"
7,0.005,"[114, 197, 62, 407]"
8,0.01,"[89, 222, 45, 424]"
