,Alpha,Confusion Matrix
0,0.0001,"[90, 221, 46, 423]"
1,0.0005,"[84, 227, 33, 436]"
2,0.0008,"[89, 222, 36, 433]"
3,0.001,"[101, 210, 46, 423]"
4,0.002,"[149, 162, 74, 395]"
5,0.003,"[147, 164, 72, 397]"
6,0.004,"[147, 164, 84, 385]"
7,0.005,"[105, 206, 62, 407]"
8,0.01,"[113, 198, 66, 403]"
