,Alpha,Confusion Matrix
0,0.0001,"[190, 120, 129, 340]"
1,0.0005,"[150, 160, 79, 390]"
2,0.0008,"[167, 143, 97, 372]"
3,0.001,"[167, 143, 96, 373]"
4,0.002,"[163, 147, 87, 382]"
5,0.003,"[158, 152, 82, 387]"
6,0.004,"[155, 155, 83, 386]"
7,0.005,"[126, 184, 61, 408]"
8,0.01,"[121, 189, 63, 406]"
