,Alpha,Confusion Matrix
0,0.0001,"[107, 203, 50, 420]"
1,0.0005,"[111, 199, 53, 417]"
2,0.0008,"[128, 182, 62, 408]"
3,0.001,"[157, 153, 81, 389]"
4,0.002,"[154, 156, 80, 390]"
5,0.003,"[119, 191, 59, 411]"
6,0.004,"[93, 217, 51, 419]"
7,0.005,"[103, 207, 60, 410]"
8,0.01,"[105, 205, 46, 424]"
