,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[984, 72, 289, 104]","[965, 91, 279, 114]","[963, 93, 272, 121]","[959, 97, 264, 129]","[972, 84, 277, 116]","[989, 67, 284, 109]","[969, 87, 289, 104]","[969, 87, 293, 100]","[969, 87, 277, 116]","[951, 105, 276, 116]"
1,12,100,"[986, 70, 289, 104]","[968, 88, 276, 117]","[967, 89, 271, 122]","[958, 98, 264, 129]","[972, 84, 276, 117]","[992, 64, 283, 110]","[967, 89, 290, 103]","[971, 85, 296, 97]","[968, 88, 277, 116]","[951, 105, 277, 115]"
2,12,150,"[987, 69, 293, 100]","[966, 90, 276, 117]","[967, 89, 270, 123]","[960, 96, 263, 130]","[970, 86, 279, 114]","[990, 66, 285, 108]","[965, 91, 288, 105]","[970, 86, 295, 98]","[967, 89, 277, 116]","[953, 103, 282, 110]"
3,14,50,"[984, 72, 290, 103]","[967, 89, 284, 109]","[967, 89, 271, 122]","[958, 98, 266, 127]","[971, 85, 277, 116]","[992, 64, 284, 109]","[969, 87, 288, 105]","[972, 84, 295, 98]","[968, 88, 277, 116]","[954, 102, 279, 113]"
4,14,100,"[985, 71, 289, 104]","[969, 87, 283, 110]","[972, 84, 273, 120]","[961, 95, 265, 128]","[974, 82, 279, 114]","[994, 62, 288, 105]","[966, 90, 288, 105]","[971, 85, 294, 99]","[972, 84, 277, 116]","[955, 101, 281, 111]"
5,14,150,"[987, 69, 290, 103]","[969, 87, 282, 111]","[971, 85, 273, 120]","[961, 95, 264, 129]","[970, 86, 281, 112]","[995, 61, 285, 108]","[967, 89, 285, 108]","[972, 84, 295, 98]","[969, 87, 277, 116]","[956, 100, 285, 107]"
6,16,50,"[986, 70, 287, 106]","[974, 82, 284, 109]","[965, 91, 274, 119]","[963, 93, 269, 124]","[970, 86, 279, 114]","[995, 61, 285, 108]","[978, 78, 291, 102]","[973, 83, 296, 97]","[973, 83, 279, 114]","[956, 100, 283, 109]"
7,16,100,"[987, 69, 286, 107]","[979, 77, 283, 110]","[971, 85, 275, 118]","[962, 94, 270, 123]","[972, 84, 278, 115]","[999, 57, 282, 111]","[974, 82, 289, 104]","[972, 84, 294, 99]","[975, 81, 278, 115]","[956, 100, 283, 109]"
8,16,150,"[988, 68, 287, 106]","[979, 77, 281, 112]","[976, 80, 273, 120]","[962, 94, 270, 123]","[970, 86, 277, 116]","[997, 59, 284, 109]","[976, 80, 287, 106]","[974, 82, 296, 97]","[972, 84, 279, 114]","[956, 100, 282, 110]"
