,Alpha,Confusion Matrix
0,0.0001,"[90, 220, 36, 433]"
1,0.0005,"[101, 209, 52, 417]"
2,0.0008,"[118, 192, 71, 398]"
3,0.001,"[126, 184, 68, 401]"
4,0.002,"[129, 181, 69, 400]"
5,0.003,"[113, 197, 58, 411]"
6,0.004,"[112, 198, 64, 405]"
7,0.005,"[112, 198, 63, 406]"
8,0.01,"[78, 232, 46, 423]"
