,Alpha,Confusion Matrix
0,0.0001,"[75, 235, 34, 435]"
1,0.0005,"[98, 212, 46, 423]"
2,0.0008,"[110, 200, 50, 419]"
3,0.001,"[120, 190, 63, 406]"
4,0.002,"[122, 188, 65, 404]"
5,0.003,"[123, 187, 69, 400]"
6,0.004,"[110, 200, 58, 411]"
7,0.005,"[72, 238, 43, 426]"
8,0.01,"[71, 239, 35, 434]"
