,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,16,50,"[141, 169, 75, 395]","[140, 171, 100, 369]","[147, 164, 101, 368]","[157, 154, 103, 366]","[167, 144, 99, 370]","[153, 157, 88, 381]","[153, 157, 111, 358]","[163, 147, 92, 377]","[141, 169, 89, 380]","[153, 157, 97, 372]"
1,16,100,"[142, 168, 73, 397]","[146, 165, 98, 371]","[145, 166, 100, 369]","[152, 159, 103, 366]","[163, 148, 100, 369]","[150, 160, 90, 379]","[152, 158, 110, 359]","[163, 147, 95, 374]","[142, 168, 86, 383]","[152, 158, 100, 369]"
2,16,150,"[143, 167, 71, 399]","[142, 169, 97, 372]","[145, 166, 101, 368]","[154, 157, 102, 367]","[164, 147, 102, 367]","[152, 158, 90, 379]","[151, 159, 109, 360]","[163, 147, 96, 373]","[140, 170, 87, 382]","[151, 159, 100, 369]"
