,Alpha,Confusion Matrix
0,0.0001,"[65, 245, 25, 445]"
1,0.0005,"[94, 216, 41, 429]"
2,0.0008,"[104, 206, 45, 425]"
3,0.001,"[109, 201, 46, 424]"
4,0.002,"[103, 207, 47, 423]"
5,0.003,"[103, 207, 43, 427]"
6,0.004,"[98, 212, 38, 432]"
7,0.005,"[111, 199, 55, 415]"
8,0.01,"[74, 236, 33, 437]"
