,Alpha,Confusion Matrix
0,0.0001,"[95, 215, 39, 430]"
1,0.0005,"[104, 206, 35, 434]"
2,0.0008,"[117, 193, 41, 428]"
3,0.001,"[121, 189, 52, 417]"
4,0.002,"[137, 173, 62, 407]"
5,0.003,"[138, 172, 62, 407]"
6,0.004,"[144, 166, 61, 408]"
7,0.005,"[126, 184, 42, 427]"
8,0.01,"[89, 221, 47, 422]"
