,Alpha,Confusion Matrix
0,0.0001,"[75, 235, 42, 427]"
1,0.0005,"[97, 213, 56, 413]"
2,0.0008,"[98, 212, 69, 400]"
3,0.001,"[107, 203, 60, 409]"
4,0.002,"[114, 196, 68, 401]"
5,0.003,"[103, 207, 69, 400]"
6,0.004,"[103, 207, 69, 400]"
7,0.005,"[110, 200, 72, 397]"
8,0.01,"[82, 228, 39, 430]"
