,Alpha,Confusion Matrix
0,0.0001,"[86, 224, 34, 435]"
1,0.0005,"[120, 190, 63, 406]"
2,0.0008,"[123, 187, 55, 414]"
3,0.001,"[121, 189, 58, 411]"
4,0.002,"[134, 176, 73, 396]"
5,0.003,"[147, 163, 86, 383]"
6,0.004,"[95, 215, 50, 419]"
7,0.005,"[108, 202, 55, 414]"
8,0.01,"[105, 205, 68, 401]"
