,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[1000, 56, 300, 93]","[980, 76, 303, 90]","[992, 64, 314, 79]","[973, 83, 284, 109]","[974, 82, 290, 103]","[1007, 49, 314, 79]","[974, 82, 284, 109]","[966, 90, 300, 93]","[960, 96, 285, 108]","[960, 96, 281, 111]"
1,12,100,"[1000, 56, 300, 93]","[977, 79, 304, 89]","[995, 61, 313, 80]","[971, 85, 283, 110]","[980, 76, 291, 102]","[1003, 53, 302, 91]","[976, 80, 288, 105]","[969, 87, 300, 93]","[960, 96, 285, 108]","[982, 74, 291, 101]"
2,12,150,"[1000, 56, 301, 92]","[980, 76, 302, 91]","[997, 59, 315, 78]","[971, 85, 280, 113]","[979, 77, 291, 102]","[1003, 53, 302, 91]","[975, 81, 288, 105]","[973, 83, 302, 91]","[961, 95, 286, 107]","[977, 79, 289, 103]"
3,14,50,"[1000, 56, 303, 90]","[978, 78, 303, 90]","[989, 67, 304, 89]","[976, 80, 284, 109]","[972, 84, 289, 104]","[999, 57, 302, 91]","[979, 77, 287, 106]","[969, 87, 304, 89]","[964, 92, 284, 109]","[961, 95, 280, 112]"
4,14,100,"[1000, 56, 303, 90]","[986, 70, 306, 87]","[995, 61, 313, 80]","[978, 78, 282, 111]","[979, 77, 292, 101]","[1003, 53, 304, 89]","[979, 77, 288, 105]","[972, 84, 305, 88]","[964, 92, 285, 108]","[983, 73, 288, 104]"
5,14,150,"[1000, 56, 303, 90]","[986, 70, 304, 89]","[996, 60, 314, 79]","[976, 80, 281, 112]","[979, 77, 291, 102]","[1002, 54, 302, 91]","[980, 76, 291, 102]","[976, 80, 307, 86]","[964, 92, 286, 107]","[978, 78, 288, 104]"
6,16,50,"[1000, 56, 303, 90]","[985, 71, 308, 85]","[994, 62, 309, 84]","[978, 78, 282, 111]","[972, 84, 289, 104]","[1000, 56, 302, 91]","[986, 70, 293, 100]","[972, 84, 305, 88]","[964, 92, 286, 107]","[962, 94, 281, 111]"
7,16,100,"[1000, 56, 303, 90]","[988, 68, 306, 87]","[997, 59, 315, 78]","[981, 75, 283, 110]","[980, 76, 292, 101]","[1003, 53, 302, 91]","[983, 73, 289, 104]","[977, 79, 310, 83]","[967, 89, 287, 106]","[983, 73, 287, 105]"
8,16,150,"[998, 58, 303, 90]","[985, 71, 303, 90]","[997, 59, 315, 78]","[978, 78, 282, 111]","[979, 77, 292, 101]","[1003, 53, 302, 91]","[981, 75, 293, 100]","[974, 82, 310, 83]","[968, 88, 288, 105]","[978, 78, 287, 105]"
