,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,16,50,"[148, 162, 97, 373]","[144, 167, 95, 374]","[157, 154, 103, 366]","[157, 154, 94, 375]","[142, 169, 98, 371]","[150, 160, 79, 390]","[159, 151, 105, 364]","[135, 175, 95, 374]","[126, 184, 94, 375]","[151, 159, 97, 372]"
1,16,100,"[150, 160, 97, 373]","[143, 168, 95, 374]","[158, 153, 101, 368]","[152, 159, 94, 375]","[142, 169, 102, 367]","[148, 162, 79, 390]","[157, 153, 111, 358]","[136, 174, 91, 378]","[126, 184, 94, 375]","[147, 163, 93, 376]"
2,16,150,"[151, 159, 96, 374]","[143, 168, 91, 378]","[154, 157, 101, 368]","[154, 157, 98, 371]","[143, 168, 101, 368]","[148, 162, 76, 393]","[158, 152, 108, 361]","[139, 171, 90, 379]","[125, 185, 94, 375]","[147, 163, 92, 377]"
