,Alpha,Confusion Matrix
0,0.0001,"[146, 165, 74, 395]"
1,0.0005,"[183, 128, 113, 356]"
2,0.0008,"[181, 130, 107, 362]"
3,0.001,"[170, 141, 103, 366]"
4,0.002,"[165, 146, 93, 376]"
5,0.003,"[162, 149, 89, 380]"
6,0.004,"[160, 151, 89, 380]"
7,0.005,"[159, 152, 89, 380]"
8,0.01,"[139, 172, 66, 403]"
