,Alpha,Confusion Matrix
0,0.0001,"[141, 169, 67, 402]"
1,0.0005,"[134, 176, 50, 419]"
2,0.0008,"[158, 152, 80, 389]"
3,0.001,"[150, 160, 80, 389]"
4,0.002,"[144, 166, 70, 399]"
5,0.003,"[142, 168, 67, 402]"
6,0.004,"[141, 169, 69, 400]"
7,0.005,"[149, 161, 73, 396]"
8,0.01,"[149, 161, 89, 380]"
