,Alpha,Confusion Matrix
0,0.0001,"[81, 230, 42, 427]"
1,0.0005,"[107, 204, 58, 411]"
2,0.0008,"[116, 195, 68, 401]"
3,0.001,"[136, 175, 80, 389]"
4,0.002,"[129, 182, 88, 381]"
5,0.003,"[111, 200, 56, 413]"
6,0.004,"[102, 209, 51, 418]"
7,0.005,"[80, 231, 43, 426]"
8,0.01,"[93, 218, 57, 412]"
