,Alpha,Confusion Matrix
0,0.0001,"[73, 238, 32, 437]"
1,0.0005,"[101, 210, 42, 427]"
2,0.0008,"[124, 187, 57, 412]"
3,0.001,"[156, 155, 74, 395]"
4,0.002,"[144, 167, 71, 398]"
5,0.003,"[141, 170, 65, 404]"
6,0.004,"[135, 176, 68, 401]"
7,0.005,"[107, 204, 56, 413]"
8,0.01,"[94, 217, 37, 432]"
