,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[979, 77, 316, 77]","[961, 95, 289, 104]","[977, 79, 275, 118]","[995, 61, 301, 92]","[992, 64, 292, 101]","[999, 57, 297, 96]","[990, 66, 304, 89]","[973, 83, 324, 69]","[977, 79, 292, 101]","[980, 76, 293, 99]"
1,12,100,"[978, 78, 316, 77]","[965, 91, 289, 104]","[967, 89, 271, 122]","[994, 62, 304, 89]","[990, 66, 291, 102]","[998, 58, 297, 96]","[984, 72, 306, 87]","[975, 81, 326, 67]","[977, 79, 293, 100]","[978, 78, 294, 98]"
2,12,150,"[975, 81, 314, 79]","[961, 95, 288, 105]","[970, 86, 278, 115]","[995, 61, 305, 88]","[994, 62, 292, 101]","[996, 60, 297, 96]","[992, 64, 307, 86]","[975, 81, 325, 68]","[976, 80, 292, 101]","[978, 78, 292, 100]"
3,14,50,"[979, 77, 318, 75]","[959, 97, 288, 105]","[981, 75, 278, 115]","[993, 63, 304, 89]","[991, 65, 292, 101]","[1001, 55, 297, 96]","[985, 71, 303, 90]","[975, 81, 326, 67]","[978, 78, 296, 97]","[981, 75, 297, 95]"
4,14,100,"[978, 78, 317, 76]","[964, 92, 290, 103]","[978, 78, 281, 112]","[994, 62, 304, 89]","[994, 62, 291, 102]","[1000, 56, 297, 96]","[985, 71, 304, 89]","[974, 82, 326, 67]","[979, 77, 294, 99]","[978, 78, 289, 103]"
5,14,150,"[976, 80, 315, 78]","[961, 95, 289, 104]","[978, 78, 281, 112]","[993, 63, 306, 87]","[994, 62, 292, 101]","[997, 59, 294, 99]","[992, 64, 306, 87]","[975, 81, 326, 67]","[980, 76, 294, 99]","[978, 78, 289, 103]"
6,16,50,"[984, 72, 318, 75]","[966, 90, 291, 102]","[984, 72, 285, 108]","[989, 67, 304, 89]","[995, 61, 294, 99]","[1003, 53, 298, 95]","[985, 71, 306, 87]","[973, 83, 326, 67]","[981, 75, 298, 95]","[981, 75, 294, 98]"
7,16,100,"[978, 78, 317, 76]","[965, 91, 290, 103]","[983, 73, 282, 111]","[997, 59, 306, 87]","[994, 62, 291, 102]","[1002, 54, 298, 95]","[985, 71, 303, 90]","[973, 83, 327, 66]","[981, 75, 298, 95]","[981, 75, 290, 102]"
8,16,150,"[976, 80, 315, 78]","[966, 90, 289, 104]","[986, 70, 286, 107]","[997, 59, 306, 87]","[994, 62, 292, 101]","[1003, 53, 298, 95]","[992, 64, 305, 88]","[973, 83, 327, 66]","[980, 76, 296, 97]","[979, 77, 289, 103]"
