,Alpha,Confusion Matrix
0,0.0001,"[84, 227, 53, 416]"
1,0.0005,"[87, 224, 42, 427]"
2,0.0008,"[90, 221, 45, 424]"
3,0.001,"[102, 209, 48, 421]"
4,0.002,"[115, 196, 66, 403]"
5,0.003,"[101, 210, 62, 407]"
6,0.004,"[97, 214, 63, 406]"
7,0.005,"[97, 214, 57, 412]"
8,0.01,"[84, 227, 45, 424]"
