,Alpha,Confusion Matrix
0,0.0001,"[94, 217, 40, 429]"
1,0.0005,"[80, 231, 42, 427]"
2,0.0008,"[113, 198, 63, 406]"
3,0.001,"[98, 213, 54, 415]"
4,0.002,"[88, 223, 62, 407]"
5,0.003,"[114, 197, 61, 408]"
6,0.004,"[118, 193, 63, 406]"
7,0.005,"[109, 202, 63, 406]"
8,0.01,"[83, 228, 53, 416]"
