,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,16,50,"[141, 169, 101, 369]","[144, 167, 83, 386]","[154, 157, 77, 392]","[159, 152, 84, 385]","[145, 166, 88, 381]","[151, 159, 91, 378]","[141, 169, 97, 372]","[149, 161, 96, 373]","[150, 160, 97, 372]","[158, 152, 104, 365]"
1,16,100,"[145, 165, 101, 369]","[143, 168, 83, 386]","[156, 155, 78, 391]","[163, 148, 87, 382]","[148, 163, 91, 378]","[152, 158, 91, 378]","[140, 170, 94, 375]","[147, 163, 98, 371]","[151, 159, 96, 373]","[159, 151, 105, 364]"
2,16,150,"[146, 164, 102, 368]","[146, 165, 85, 384]","[153, 158, 80, 389]","[165, 146, 87, 382]","[148, 163, 90, 379]","[152, 158, 92, 377]","[148, 162, 91, 378]","[149, 161, 97, 372]","[153, 157, 96, 373]","[159, 151, 107, 362]"
