,Alpha,Confusion Matrix
0,0.0001,"[165, 146, 84, 385]"
1,0.0005,"[161, 150, 93, 376]"
2,0.0008,"[165, 146, 96, 373]"
3,0.001,"[161, 150, 94, 375]"
4,0.002,"[159, 152, 89, 380]"
5,0.003,"[138, 173, 75, 394]"
6,0.004,"[135, 176, 77, 392]"
7,0.005,"[135, 176, 78, 391]"
8,0.01,"[143, 168, 77, 392]"
