,Alpha,Confusion Matrix
0,0.0001,"[83, 227, 45, 424]"
1,0.0005,"[92, 218, 56, 413]"
2,0.0008,"[96, 214, 56, 413]"
3,0.001,"[111, 199, 65, 404]"
4,0.002,"[122, 188, 78, 391]"
5,0.003,"[114, 196, 72, 397]"
6,0.004,"[120, 190, 74, 395]"
7,0.005,"[124, 186, 74, 395]"
8,0.01,"[109, 201, 68, 401]"
