,Alpha,Confusion Matrix
0,0.0001,"[92, 218, 43, 426]"
1,0.0005,"[126, 184, 58, 411]"
2,0.0008,"[105, 205, 48, 421]"
3,0.001,"[105, 205, 43, 426]"
4,0.002,"[111, 199, 53, 416]"
5,0.003,"[109, 201, 48, 421]"
6,0.004,"[116, 194, 46, 423]"
7,0.005,"[112, 198, 55, 414]"
8,0.01,"[46, 264, 23, 446]"
