,Alpha,Confusion Matrix
0,0.0001,"[107, 204, 66, 403]"
1,0.0005,"[175, 136, 118, 351]"
2,0.0008,"[171, 140, 117, 352]"
3,0.001,"[184, 127, 128, 341]"
4,0.002,"[169, 142, 116, 353]"
5,0.003,"[170, 141, 119, 350]"
6,0.004,"[166, 145, 118, 351]"
7,0.005,"[159, 152, 117, 352]"
8,0.01,"[126, 185, 93, 376]"
