,Alpha,Confusion Matrix
0,0.0001,"[161, 149, 104, 365]"
1,0.0005,"[184, 126, 135, 334]"
2,0.0008,"[172, 138, 121, 348]"
3,0.001,"[173, 137, 116, 353]"
4,0.002,"[155, 155, 99, 370]"
5,0.003,"[156, 154, 99, 370]"
6,0.004,"[146, 164, 87, 382]"
7,0.005,"[143, 167, 90, 379]"
8,0.01,"[139, 171, 74, 395]"
