,Alpha,Confusion Matrix
0,0.0001,"[141, 169, 84, 385]"
1,0.0005,"[167, 143, 99, 370]"
2,0.0008,"[163, 147, 95, 374]"
3,0.001,"[164, 146, 94, 375]"
4,0.002,"[169, 141, 103, 366]"
5,0.003,"[167, 143, 97, 372]"
6,0.004,"[162, 148, 93, 376]"
7,0.005,"[154, 156, 85, 384]"
8,0.01,"[141, 169, 74, 395]"
