,Alpha,Confusion Matrix
0,0.0001,"[171, 140, 131, 338]"
1,0.0005,"[134, 177, 97, 372]"
2,0.0008,"[147, 164, 101, 368]"
3,0.001,"[139, 172, 96, 373]"
4,0.002,"[143, 168, 98, 371]"
5,0.003,"[140, 171, 93, 376]"
6,0.004,"[138, 173, 92, 377]"
7,0.005,"[139, 172, 91, 378]"
8,0.01,"[133, 178, 83, 386]"
