,Alpha,Confusion Matrix
0,0.0001,"[105, 205, 38, 431]"
1,0.0005,"[118, 192, 47, 422]"
2,0.0008,"[133, 177, 55, 414]"
3,0.001,"[118, 192, 44, 425]"
4,0.002,"[107, 203, 42, 427]"
5,0.003,"[122, 188, 47, 422]"
6,0.004,"[122, 188, 46, 423]"
7,0.005,"[104, 206, 46, 423]"
8,0.01,"[100, 210, 48, 421]"
