,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[173, 137, 94, 376]","[122, 189, 73, 396]","[150, 161, 77, 392]","[129, 182, 95, 374]","[107, 204, 66, 403]","[149, 161, 107, 362]","[130, 180, 61, 408]","[141, 169, 67, 402]","[171, 139, 122, 347]","[141, 169, 84, 385]"
1,0.0005,"[178, 132, 91, 379]","[159, 152, 97, 372]","[182, 129, 111, 358]","[123, 188, 87, 382]","[175, 136, 118, 351]","[178, 132, 114, 355]","[169, 141, 92, 377]","[134, 176, 50, 419]","[130, 180, 73, 396]","[167, 143, 99, 370]"
2,0.0008,"[155, 155, 77, 393]","[154, 157, 91, 378]","[154, 157, 88, 381]","[161, 150, 134, 335]","[171, 140, 117, 352]","[158, 152, 105, 364]","[154, 156, 83, 386]","[158, 152, 80, 389]","[133, 177, 69, 400]","[163, 147, 95, 374]"
3,0.001,"[152, 158, 74, 396]","[144, 167, 86, 383]","[154, 157, 84, 385]","[159, 152, 128, 341]","[184, 127, 128, 341]","[157, 153, 105, 364]","[154, 156, 85, 384]","[150, 160, 80, 389]","[133, 177, 69, 400]","[164, 146, 94, 375]"
4,0.002,"[145, 165, 69, 401]","[125, 186, 69, 400]","[154, 157, 81, 388]","[153, 158, 122, 347]","[169, 142, 116, 353]","[146, 164, 92, 377]","[150, 160, 79, 390]","[144, 166, 70, 399]","[133, 177, 69, 400]","[169, 141, 103, 366]"
5,0.003,"[146, 164, 69, 401]","[119, 192, 63, 406]","[166, 145, 88, 381]","[150, 161, 116, 353]","[170, 141, 119, 350]","[149, 161, 88, 381]","[147, 163, 77, 392]","[142, 168, 67, 402]","[132, 178, 69, 400]","[167, 143, 97, 372]"
6,0.004,"[146, 164, 67, 403]","[119, 192, 64, 405]","[164, 147, 81, 388]","[149, 162, 117, 352]","[166, 145, 118, 351]","[139, 171, 86, 383]","[150, 160, 80, 389]","[141, 169, 69, 400]","[133, 177, 74, 395]","[162, 148, 93, 376]"
7,0.005,"[141, 169, 64, 406]","[121, 190, 67, 402]","[164, 147, 90, 379]","[139, 172, 111, 358]","[159, 152, 117, 352]","[135, 175, 84, 385]","[150, 160, 78, 391]","[149, 161, 73, 396]","[128, 182, 71, 398]","[154, 156, 85, 384]"
8,0.01,"[135, 175, 58, 412]","[130, 181, 70, 399]","[141, 170, 67, 402]","[127, 184, 102, 367]","[126, 185, 93, 376]","[131, 179, 80, 389]","[145, 165, 82, 387]","[149, 161, 89, 380]","[122, 188, 68, 401]","[141, 169, 74, 395]"
