,Alpha,Confusion Matrix
0,0.0001,"[100, 210, 50, 419]"
1,0.0005,"[96, 214, 50, 419]"
2,0.0008,"[95, 215, 43, 426]"
3,0.001,"[104, 206, 57, 412]"
4,0.002,"[104, 206, 49, 420]"
5,0.003,"[114, 196, 57, 412]"
6,0.004,"[119, 191, 56, 413]"
7,0.005,"[99, 211, 46, 423]"
8,0.01,"[99, 211, 46, 423]"
