,Alpha,Confusion Matrix
0,0.0001,"[160, 150, 107, 363]"
1,0.0005,"[139, 171, 83, 387]"
2,0.0008,"[137, 173, 77, 393]"
3,0.001,"[140, 170, 75, 395]"
4,0.002,"[162, 148, 99, 371]"
5,0.003,"[145, 165, 85, 385]"
6,0.004,"[137, 173, 76, 394]"
7,0.005,"[137, 173, 82, 388]"
8,0.01,"[136, 174, 81, 389]"
