,Alpha,Confusion Matrix
0,0.0001,"[106, 204, 44, 425]"
1,0.0005,"[104, 206, 55, 414]"
2,0.0008,"[134, 176, 80, 389]"
3,0.001,"[131, 179, 78, 391]"
4,0.002,"[101, 209, 54, 415]"
5,0.003,"[98, 212, 54, 415]"
6,0.004,"[105, 205, 58, 411]"
7,0.005,"[83, 227, 41, 428]"
8,0.01,"[96, 214, 50, 419]"
