,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[151, 159, 109, 361]","[151, 160, 94, 375]","[169, 142, 94, 375]","[156, 155, 115, 354]","[154, 157, 109, 360]","[152, 158, 84, 385]","[156, 154, 106, 363]","[139, 171, 101, 368]","[138, 172, 96, 373]","[154, 156, 86, 383]"
1,12,100,"[152, 158, 111, 359]","[148, 163, 90, 379]","[168, 143, 98, 371]","[157, 154, 114, 355]","[154, 157, 107, 362]","[157, 153, 85, 384]","[153, 157, 112, 357]","[144, 166, 98, 371]","[136, 174, 92, 377]","[152, 158, 88, 381]"
2,12,150,"[152, 158, 113, 357]","[149, 162, 92, 377]","[167, 144, 97, 372]","[156, 155, 114, 355]","[155, 156, 106, 363]","[156, 154, 85, 384]","[157, 153, 111, 358]","[147, 163, 97, 372]","[137, 173, 93, 376]","[151, 159, 86, 383]"
3,14,50,"[150, 160, 103, 367]","[145, 166, 91, 378]","[166, 145, 94, 375]","[157, 154, 115, 354]","[150, 161, 107, 362]","[153, 157, 79, 390]","[153, 157, 107, 362]","[139, 171, 94, 375]","[136, 174, 105, 364]","[152, 158, 91, 378]"
4,14,100,"[149, 161, 109, 361]","[147, 164, 90, 379]","[171, 140, 93, 376]","[155, 156, 114, 355]","[150, 161, 106, 363]","[155, 155, 84, 385]","[150, 160, 109, 360]","[145, 165, 92, 377]","[134, 176, 98, 371]","[147, 163, 90, 379]"
5,14,150,"[148, 162, 108, 362]","[144, 167, 90, 379]","[170, 141, 92, 377]","[158, 153, 113, 356]","[151, 160, 106, 363]","[154, 156, 81, 388]","[156, 154, 110, 359]","[148, 162, 93, 376]","[132, 178, 97, 372]","[148, 162, 87, 382]"
6,16,50,"[148, 162, 102, 368]","[146, 165, 90, 379]","[165, 146, 91, 378]","[155, 156, 111, 358]","[144, 167, 102, 367]","[150, 160, 75, 394]","[153, 157, 106, 363]","[137, 173, 92, 377]","[137, 173, 103, 366]","[154, 156, 91, 378]"
7,16,100,"[145, 165, 104, 366]","[146, 165, 89, 380]","[169, 142, 91, 378]","[155, 156, 112, 357]","[144, 167, 101, 368]","[150, 160, 75, 394]","[150, 160, 109, 360]","[142, 168, 91, 378]","[130, 180, 97, 372]","[150, 160, 92, 377]"
8,16,150,"[147, 163, 104, 366]","[146, 165, 90, 379]","[171, 140, 93, 376]","[157, 154, 114, 355]","[144, 167, 102, 367]","[155, 155, 75, 394]","[152, 158, 106, 363]","[145, 165, 92, 377]","[128, 182, 98, 371]","[149, 161, 91, 378]"
