,Alpha,Confusion Matrix
0,0.0001,"[92, 218, 47, 422]"
1,0.0005,"[89, 221, 46, 423]"
2,0.0008,"[110, 200, 57, 412]"
3,0.001,"[122, 188, 63, 406]"
4,0.002,"[154, 156, 82, 387]"
5,0.003,"[86, 224, 38, 431]"
6,0.004,"[163, 147, 90, 379]"
7,0.005,"[143, 167, 74, 395]"
8,0.01,"[110, 200, 60, 409]"
