,0
0,5
1,10
2,10
3,1
4,5
5,8
6,3
7,10
8,2
9,10
10,10
11,7
12,9
13,4
14,8
15,5
16,2
17,0
18,8
19,0
20,4
21,0
22,3
23,0
24,1
25,0
26,3
27,0
28,0
29,0
30,3
31,1
32,1
33,10
34,0
35,10
36,0
37,2
38,0
39,0
40,3
41,0
42,0
43,2
44,10
45,0
46,0
47,1
48,1
49,2
50,0
51,1
52,1
53,0
54,2
55,0
56,1
57,0
58,0
59,1
60,4
61,0
62,0
63,0
64,0
65,0
66,1
67,0
68,0
69,3
70,0
71,0
72,10
73,0
74,0
75,0
76,0
77,2
