,0
0,7
1,10
2,10
3,3
4,7
5,10
6,10
7,10
8,4
9,10
10,10
11,10
12,10
13,10
14,9
15,8
16,4
17,2
18,10
19,2
20,8
21,1
22,3
23,3
24,6
25,8
26,5
27,2
28,6
29,5
30,6
31,4
32,2
33,10
34,3
35,10
36,2
37,1
38,5
39,5
40,9
41,4
42,1
43,6
44,10
45,1
46,2
47,3
48,8
49,2
50,2
51,6
52,3
53,2
54,6
55,3
56,3
57,1
58,4
59,5
60,7
61,3
62,5
63,3
64,1
65,2
66,0
67,1
68,3
69,10
70,3
71,3
72,10
73,5
74,5
75,0
76,1
77,6
