,0
0,10
1,10
2,10
3,6
4,7
5,10
6,7
7,10
8,5
9,10
10,10
11,9
12,9
13,9
14,9
15,6
16,4
17,1
18,9
19,2
20,5
21,5
22,5
23,6
24,5
25,6
26,7
27,2
28,5
29,1
30,9
31,3
32,3
33,10
34,2
35,10
36,5
37,4
38,1
39,4
40,4
41,0
42,2
43,8
44,10
45,1
46,2
47,4
48,7
49,4
50,3
51,7
52,2
53,3
54,7
55,1
56,4
57,2
58,5
59,4
60,6
61,3
62,1
63,2
64,2
65,3
66,3
67,1
68,2
69,9
70,5
71,1
72,10
73,4
74,6
75,2
76,1
77,8
