,0
0,9
1,10
2,10
3,10
4,9
5,10
6,9
7,10
8,8
9,10
10,10
11,10
12,10
13,10
14,10
15,10
16,8
17,5
18,10
19,7
20,10
21,5
22,10
23,7
24,7
25,8
26,7
27,4
28,9
29,3
30,10
31,8
32,10
33,10
34,6
35,10
36,9
37,8
38,5
39,6
40,9
41,4
42,7
43,10
44,10
45,7
46,7
47,6
48,9
49,6
50,2
51,10
52,3
53,7
54,10
55,6
56,7
57,9
58,9
59,9
60,10
61,6
62,6
63,2
64,4
65,3
66,5
67,6
68,5
69,10
70,10
71,4
72,10
73,5
74,8
75,7
76,5
77,10
