,0
0,8
1,10
2,10
3,8
4,8
5,6
6,10
7,10
8,6
9,10
10,9
11,7
12,8
13,6
14,8
15,5
16,4
17,5
18,8
19,8
20,5
21,7
22,4
23,7
24,6
25,6
26,2
27,6
28,10
29,6
30,6
31,4
32,10
33,10
34,4
35,5
36,5
37,4
38,7
39,10
40,5
41,10
42,8
43,8
44,4
45,2
46,5
47,8
48,5
49,6
50,4
51,4
52,2
53,7
54,9
55,6
56,6
57,5
58,5
59,4
60,7
61,10
62,5
63,10
64,6
65,6
66,7
67,4
68,7
69,7
70,7
71,8
72,10
73,6
74,4
75,4
76,4
77,5
78,5
79,10
80,3
81,10
82,9
83,10
84,4
85,5
86,5
87,8
88,4
89,6
90,6
91,2
92,5
