,0
0,8
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
10,10
11,10
12,10
13,9
14,10
15,10
16,9
17,10
18,10
19,10
20,9
21,9
22,9
23,9
24,9
25,6
26,4
27,8
28,10
29,6
30,6
31,4
32,10
33,10
34,5
35,6
36,5
37,5
38,8
39,10
40,7
41,10
42,9
43,9
44,9
45,4
46,6
47,9
48,8
49,8
50,6
51,6
52,6
53,10
54,9
55,9
56,9
57,8
58,7
59,8
60,8
61,10
62,8
63,10
64,8
65,7
66,9
67,7
68,9
69,10
70,9
71,10
72,10
73,10
74,7
75,9
76,10
77,10
78,9
79,10
80,9
81,10
82,10
83,10
84,9
85,10
86,10
87,10
88,10
89,10
90,10
91,4
92,7
