,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,500,5,50,"[139, 171, 79, 391]",0.6834894162924952,0.6937189160200846,0.8488168833937326,0.7634700404353224
1,500,10,50,"[155, 155, 92, 378]",0.6960872354073124,0.7180718052774295,0.8149648262630569,0.7634554021646647
2,500,15,50,"[155, 155, 98, 372]",0.6948556767158436,0.7190125446576175,0.8091664890215305,0.7614294558602576
