,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[139, 171, 80, 390]",0.6832584990378449,0.6935421992876697,0.8486889788957578,0.7633110936902374
1,300,10,50,"[156, 154, 92, 378]",0.6961128928800513,0.71814762188299,0.814836921765082,0.7634420602688113
2,300,15,50,"[154, 156, 98, 372]",0.6945221295702373,0.7189572192607785,0.8083990620336815,0.7610581961414546
