,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,500,5,50,"[157, 153, 94, 376]",0.684361770365619,0.7083519788629401,0.808313792368365,0.7550382256574457
1,500,10,50,"[176, 134, 111, 359]",0.6853367543296984,0.7195633828771021,0.7818375612875719,0.7494064655530056
2,500,15,50,"[166, 144, 120, 350]",0.6657601026298909,0.7077869164768069,0.7572372628437434,0.7316745284045302
