,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,500,5,50,"[146, 164, 81, 389]",0.6856703014753046,0.7002151103142826,0.8353016414410573,0.7618145170228375
1,500,10,50,"[160, 150, 96, 374]",0.6944451571520205,0.7192408725816193,0.8074610957151993,0.7608007944931663
2,500,15,50,"[159, 151, 105, 365]",0.6929057087876844,0.7200952488481361,0.8011085056491154,0.7584429867824987
