,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[156, 154, 94, 376]",0.6844644002565747,0.708363636840355,0.8085696013643148,0.7551566290981583
1,300,10,50,"[176, 134, 111, 359]",0.685516356638871,0.719797196082502,0.7817522916222553,0.7494934649337586
2,300,15,50,"[165, 145, 120, 350]",0.6655548428479794,0.7074941412303132,0.7574078021743764,0.7315979374852681
