,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[146, 164, 81, 389]",0.6854906991661321,0.7000823688474623,0.8351737369430825,0.7616832993879517
1,300,10,50,"[160, 150, 96, 374]",0.6943938422065425,0.7191039058205096,0.8076742698784907,0.7608181376819754
2,300,15,50,"[159, 151, 103, 367]",0.6928543938422065,0.7201923166816964,0.8007247921551908,0.7583248258637744
