,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[138, 172, 81, 389]",0.6841821680564465,0.6950929024021577,0.8465572372628436,0.7633840366703215
1,300,10,50,"[158, 152, 93, 377]",0.6957536882617062,0.718689616196677,0.8124493711362183,0.7626977629487715
2,300,15,50,"[156, 154, 98, 372]",0.6938806927517639,0.7187225273828106,0.8072479215519077,0.760414573057458
