,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,500,5,50,"[154, 156, 85, 385]",0.684053881,0.703504318,0.821018973,0.757730718
1,500,10,50,"[165, 145, 96, 374]",0.691648493,0.718628048,0.801406949,0.75776114
2,500,15,50,"[166, 144, 100, 370]",0.689057088,0.719122177,0.793093157,0.754292444
