,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[1022, 34, 333, 60]",0.7444130029677687,0.6047278003709826,0.16620005090353782,0.2606352381047726
1,200,"[1022, 34, 333, 60]",0.7444130029677687,0.6047278003709826,0.16620005090353782,0.2606352381047726
2,300,"[1022, 34, 333, 60]",0.7444130029677687,0.6047278003709826,0.16620005090353782,0.2606352381047726
3,400,"[1022, 34, 333, 60]",0.7444130029677687,0.6047278003709826,0.16620005090353782,0.2606352381047726
4,500,"[1022, 34, 333, 60]",0.7444130029677687,0.6047278003709826,0.16620005090353782,0.2606352381047726
5,800,"[1022, 34, 333, 60]",0.7444130029677687,0.6047278003709826,0.16620005090353782,0.2606352381047726
6,1000,"[1022, 34, 333, 60]",0.7444130029677687,0.6047278003709826,0.16620005090353782,0.2606352381047726
