,Max_depth,N_estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,3,50,"[1010, 46, 311, 82]",0.7471461108427082,0.5959922289268944,0.20972257571901248,0.31025984342832624
1,3,75,"[1010, 46, 311, 82]",0.7469942715163228,0.5917100010272671,0.21613642148129295,0.31661248066577957
2,3,100,"[1007, 49, 307, 86]",0.7469252536406928,0.5895816021674083,0.21964876558920846,0.32004658681479353
3,3,125,"[1006, 50, 307, 86]",0.746870039340189,0.588218491482413,0.22178671417663526,0.322115559746271
4,3,150,"[1007, 49, 307, 86]",0.7468424321899372,0.5877791722182593,0.22239755663018582,0.32269447592211253
5,4,50,"[1012, 44, 311, 82]",0.7469942715163227,0.5928582520550937,0.21389666581827432,0.31436772978586164
6,4,75,"[1007, 49, 302, 91]",0.7472841465939679,0.5909406373559477,0.22112496818528887,0.32182236876631726
7,4,100,"[1004, 52, 302, 91]",0.7471323072675823,0.588921014141475,0.22356833799949097,0.32409564544049796
8,4,125,"[1004, 52, 302, 91]",0.7470218786665747,0.5878857131765038,0.22443369814202088,0.3248464286334677
9,4,150,"[1007, 49, 302, 91]",0.7471047001173303,0.5879026472138015,0.22540086536014253,0.32586250122978894
10,5,50,"[1013, 43, 311, 82]",0.7479467182000138,0.5943755466406732,0.22209213540341052,0.3233538224302194
11,5,75,"[1007, 49, 302, 91]",0.7479743253502658,0.5932579786102743,0.22463731229320438,0.32587553941305664
12,5,100,"[1006, 50, 302, 91]",0.7475326109462351,0.5905078731172804,0.2250954441333673,0.32593947210649976
13,5,125,"[1007, 49, 302, 91]",0.7474635930706053,0.5897144709255209,0.22596080427589715,0.32672152400491716
14,5,150,"[1006, 50, 301, 92]",0.7472841465939679,0.5884639124861032,0.22652074319165183,0.32710698034085006
15,6,50,"[1008, 48, 303, 90]",0.7473945751949754,0.5903863759723059,0.2237210486128786,0.3244729078585651
16,6,75,"[1008, 48, 302, 91]",0.7471461108427082,0.5876314799255884,0.22662255026724357,0.3270882272984018
17,6,100,"[1006, 50, 301, 92]",0.7469390572158189,0.5859505152142974,0.22769152456095698,0.32794486853488825
18,6,125,"[1005, 51, 299, 94]",0.7466905928635517,0.5839206200486471,0.22921863069483325,0.3292041703459877
19,6,150,"[1005, 51, 300, 93]",0.7466215749879219,0.5833589744861037,0.22977856961058793,0.3296819836674957
20,7,50,"[1003, 53, 303, 90]",0.7462074677341433,0.5822844454607041,0.22687706795622295,0.32651768727787217
21,7,75,"[1003, 53, 303, 90]",0.745613914003727,0.5788977095932755,0.22723339272079407,0.32634720461217614
22,7,100,"[1003, 53, 303, 90]",0.745586306853475,0.5778338216615508,0.22957495545940443,0.3285850961512021
23,7,125,"[1003, 53, 303, 90]",0.7451445924494444,0.575820505737826,0.22865869177907863,0.3273210839723909
24,7,150,"[1003, 53, 303, 90]",0.7448685209469252,0.5737129911013914,0.2303385085263426,0.3286972311650193
