,Alpha,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,50,"[1021, 35, 325, 68]","[990, 66, 285, 108]","[999, 57, 320, 73]","[985, 71, 274, 119]","[977, 79, 287, 106]","[1009, 47, 315, 78]",[9912  648 3008  921],[9972  588 3044  885],[9975  585 3050  879],[9950  610 3031  898],[9992  568 3062  867]
1,0.0001,100,"[1019, 37, 316, 77]","[996, 60, 289, 104]","[997, 59, 312, 81]","[991, 65, 281, 112]","[983, 73, 289, 104]","[1014, 42, 315, 78]",[9961  599 3023  906],[9949  611 3015  914],[9951  609 3019  910],[9973  587 3059  870],[9992  568 3057  872]
2,0.0001,150,"[1017, 39, 314, 79]","[999, 57, 295, 98]","[1000, 56, 313, 80]","[994, 62, 288, 105]","[983, 73, 289, 104]","[1010, 46, 314, 79]",[9967  593 3037  892],[9951  609 3023  906],[9950  610 3030  899],[9981  579 3059  870],[9991  569 3058  871]
3,0.001,50,"[1019, 37, 322, 71]","[1006, 50, 302, 91]","[1005, 51, 326, 67]","[998, 58, 294, 99]","[993, 63, 301, 92]","[1006, 50, 313, 80]",[10029   531  3100   829],[10036   524  3101   828],[10024   536  3102   827],[10026   534  3108   821],[10038   522  3114   815]
4,0.001,100,"[1016, 40, 318, 75]","[1007, 49, 304, 89]","[1006, 50, 326, 67]","[1003, 53, 300, 93]","[998, 58, 303, 90]","[1009, 47, 316, 77]",[10038   522  3112   817],[10040   520  3101   828],[10021   539  3093   836],[10026   534  3106   823],[10026   534  3103   826]
5,0.001,150,"[1016, 40, 318, 75]","[1006, 50, 302, 91]","[1006, 50, 325, 68]","[1003, 53, 297, 96]","[998, 58, 303, 90]","[1011, 45, 317, 76]",[10047   513  3110   819],[10048   512  3104   825],[10032   528  3087   842],[10034   526  3110   819],[10034   526  3101   828]
6,0.01,50,"[1049, 7, 379, 14]","[1050, 6, 373, 20]","[1046, 10, 376, 17]","[1047, 9, 370, 23]","[1043, 13, 368, 25]","[1051, 5, 372, 21]",[10469    91  3749   180],[10487    73  3762   167],[10495    65  3779   150],[10497    63  3771   158],[10486    74  3759   170]
7,0.01,100,"[1049, 7, 380, 13]","[1050, 6, 374, 19]","[1048, 8, 380, 13]","[1049, 7, 377, 16]","[1048, 8, 373, 20]","[1052, 4, 375, 18]",[10483    77  3771   158],[10489    71  3773   156],[10494    66  3780   149],[10496    64  3767   162],[10494    66  3764   165]
8,0.01,150,"[1050, 6, 381, 12]","[1050, 6, 373, 20]","[1048, 8, 377, 16]","[1049, 7, 377, 16]","[1050, 6, 375, 18]","[1052, 4, 377, 16]",[10488    72  3774   155],[10494    66  3779   150],[10493    67  3781   148],[10491    69  3763   166],[10491    69  3767   162]
