,Max_depth,N_estimators,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[50, 100, 150]",50,"[1026, 30, 340, 53]",0.7435433777348333,0.6158481658806505,0.14415881903792313,0.23350854432243967
1,1,"[50, 100, 150]",100,"[1026, 30, 340, 53]",0.7435433777348333,0.6158481658806505,0.14415881903792313,0.23350854432243967
2,1,"[50, 100, 150]",150,"[1026, 30, 340, 53]",0.7435433777348333,0.6158481658806505,0.14415881903792313,0.23350854432243967
3,1,"[50, 100, 150]",50,"[1026, 30, 340, 53]",0.7435019670094555,0.6119078196269976,0.1477729702214304,0.23802083019229933
4,1,"[50, 100, 150]",100,"[1026, 30, 340, 53]",0.7434881634343294,0.6118704368562595,0.14767116314583867,0.2378880364777966
5,1,"[50, 100, 150]",150,"[1026, 30, 340, 53]",0.7434605562840775,0.6118083680300087,0.14746754899465514,0.23762123861217957
6,1,"[50, 100, 150]",50,"[1026, 30, 340, 53]",0.7438746635378564,0.6096560642086704,0.15418681598371087,0.24612080152533827
7,1,"[50, 100, 150]",100,"[1026, 30, 340, 53]",0.7438332528124785,0.6092009109498917,0.15428862305930263,0.24621259282033062
8,1,"[50, 100, 150]",150,"[1026, 30, 340, 53]",0.7438608599627303,0.6094024985125504,0.1543395265970985,0.24629360124792526
9,2,"[50, 100, 150]",50,"[1026, 30, 340, 53]",0.7429498240044172,0.599969492076162,0.15627386103334184,0.24794472518883426
10,2,"[50, 100, 150]",100,"[1015, 41, 330, 63]",0.7431016633308027,0.6011585902441425,0.1565283787223212,0.24835774833752927
11,2,"[50, 100, 150]",150,"[1026, 30, 340, 53]",0.7432120919318103,0.6026372381751764,0.15576482565538305,0.2475355837164352
12,2,"[50, 100, 150]",50,"[1027, 29, 341, 52]",0.7439022706881082,0.5999412607395829,0.1668617968948842,0.26109335188606375
13,2,"[50, 100, 150]",100,"[1027, 29, 341, 52]",0.7439022706881081,0.5999018206002573,0.16691270043268008,0.2611524603341654
14,2,"[50, 100, 150]",150,"[1027, 29, 341, 52]",0.743916074263234,0.5999745735306306,0.16696360397047594,0.2612217345666217
15,2,"[50, 100, 150]",50,"[1013, 43, 326, 67]",0.7437228242114708,0.5963734193318725,0.17022143038941207,0.26481658928094387
16,2,"[50, 100, 150]",100,"[1013, 43, 326, 67]",0.743667609910967,0.5953344901705947,0.17113769406973786,0.2657981233559091
17,2,"[50, 100, 150]",150,"[1013, 43, 326, 67]",0.7438194492373524,0.5972067559479821,0.16996691270043268,0.26460309800758175
18,3,"[50, 100, 150]",50,"[1015, 41, 329, 64]",0.7432396990820622,0.5932986744445007,0.16899974548231103,0.2630429634184122
19,3,"[50, 100, 150]",100,"[1015, 41, 329, 64]",0.7430602526054247,0.5924297073603606,0.1681343853397811,0.2619029469364037
20,3,"[50, 100, 150]",150,"[1015, 41, 329, 64]",0.7429774311546691,0.5916996545443954,0.16833799949096462,0.26207124031038637
21,3,"[50, 100, 150]",50,"[1026, 30, 337, 56]",0.7431706812064325,0.5921385368166485,0.1701196233138203,0.26427545256990337
22,3,"[50, 100, 150]",100,"[1012, 44, 324, 69]",0.7430050383049209,0.5898848952951912,0.17200305421226775,0.26626172415368454
23,3,"[50, 100, 150]",150,"[1012, 44, 324, 69]",0.7433363241079439,0.5927592125179816,0.17113769406973786,0.2655371706581572
24,3,"[50, 100, 150]",50,"[1026, 30, 337, 56]",0.7422596452481194,0.582745226878558,0.17465003817765334,0.26866619478222276
25,3,"[50, 100, 150]",100,"[1012, 44, 324, 69]",0.7423976809993789,0.5834995287052344,0.17505726648002037,0.26923696672500175
26,3,"[50, 100, 150]",150,"[1012, 44, 324, 69]",0.7425909310511422,0.5856815938839979,0.17353016034614405,0.26768041269258463
27,4,"[50, 100, 150]",50,"[1015, 41, 327, 66]",0.7421354130719857,0.5800596439238914,0.17816238228556885,0.2724938382762095
28,4,"[50, 100, 150]",100,"[1009, 47, 321, 72]",0.7421492166471116,0.5803236445867437,0.1778060575209977,0.27211276266769924
29,4,"[50, 100, 150]",150,"[1015, 41, 327, 66]",0.7421354130719856,0.5801211170876319,0.1778060575209977,0.2721058001648613
30,4,"[50, 100, 150]",50,"[1009, 47, 321, 72]",0.7421354130719856,0.5798084178106424,0.17851870705014,0.2728952802374684
31,4,"[50, 100, 150]",100,"[1009, 47, 321, 72]",0.7419835737456,0.5786947045180018,0.17872232120132353,0.27300188321529484
32,4,"[50, 100, 150]",150,"[1009, 47, 321, 72]",0.7421906273724894,0.5805848878614138,0.17775515398320182,0.272083307466668
33,4,"[50, 100, 150]",50,"[1009, 47, 321, 72]",0.7420801987714818,0.5776268676583809,0.18203105115805548,0.27675340397423254
34,4,"[50, 100, 150]",100,"[1009, 47, 321, 72]",0.7418455379943405,0.57604266208598,0.18223466530923899,0.27675614300015694
35,4,"[50, 100, 150]",150,"[1009, 47, 321, 72]",0.7421492166471116,0.5782557974257576,0.18142020870450498,0.27613875033983687
