,Alpha,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[989, 67, 285, 108]","[1024, 32, 329, 64]","[1011, 45, 330, 63]","[1009, 47, 304, 89]","[981, 75, 291, 102]","[987, 69, 296, 97]",[9871  689 3043  886],[10087   473  3273   656],[10047   513  3197   732],[9925  635 3075  854],[10005   555  3152   777]
1,0.0005,"[1021, 35, 329, 64]","[992, 64, 288, 105]","[995, 61, 315, 78]","[1000, 56, 290, 103]","[1015, 41, 324, 69]","[977, 79, 287, 106]",[10037   523  3144   785],[10061   499  3173   756],[9944  616 3083  846],[10089   471  3229   700],[10037   523  3145   784]
2,0.0008,"[1015, 41, 319, 74]","[1019, 37, 319, 74]","[1000, 56, 323, 70]","[1003, 53, 299, 94]","[1011, 45, 320, 73]","[985, 71, 286, 107]",[10073   487  3170   759],[10093   467  3217   712],[10043   517  3161   768],[9946  614 3084  845],[10010   550  3152   777]
3,0.001,"[1011, 45, 316, 77]","[1017, 39, 313, 80]","[1006, 50, 329, 64]","[1003, 53, 300, 93]","[1009, 47, 317, 76]","[992, 64, 293, 100]",[10053   507  3147   782],[10064   496  3203   726],[10098   462  3210   719],[9953  607 3088  841],[9986  574 3120  809]
4,0.002,"[1014, 42, 319, 74]","[1018, 38, 314, 79]","[1009, 47, 336, 57]","[1011, 45, 305, 88]","[999, 57, 300, 93]","[1001, 55, 306, 87]",[10081   479  3161   768],[10023   537  3140   789],[10041   519  3144   785],[10102   458  3216   713],[10085   475  3224   705]
5,0.003,"[1022, 34, 330, 63]","[1025, 31, 327, 66]","[1017, 39, 344, 49]","[1018, 38, 311, 82]","[1001, 55, 304, 89]","[1008, 48, 312, 81]",[10136   424  3218   711],[10077   483  3199   730],[10085   475  3176   753],[10083   477  3157   772],[10110   450  3227   702]
6,0.004,"[1022, 34, 332, 61]","[1025, 31, 328, 65]","[1018, 38, 344, 49]","[1018, 38, 311, 82]","[1007, 49, 311, 82]","[1013, 43, 317, 76]",[10163   397  3244   685],[10128   432  3239   690],[10130   430  3241   688],[10106   454  3188   741],[10115   445  3231   698]
7,0.005,"[1022, 34, 336, 57]","[1029, 27, 338, 55]","[1018, 38, 345, 48]","[1018, 38, 316, 77]","[1013, 43, 319, 74]","[1041, 15, 349, 44]",[10195   365  3309   620],[10146   414  3264   665],[10157   403  3285   644],[10149   411  3250   679],[10165   395  3282   647]
8,0.01,"[1041, 15, 363, 30]","[1048, 8, 374, 19]","[1044, 12, 372, 21]","[1047, 9, 374, 19]","[1043, 13, 359, 34]","[1045, 11, 367, 26]",[10434   126  3707   222],[10442   118  3741   188],[10441   119  3679   250],[10380   180  3630   299],[10432   128  3672   257]
