,Alpha,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[955, 101, 267, 126]","[990, 66, 292, 101]","[997, 59, 306, 87]","[920, 136, 223, 170]","[1039, 17, 362, 31]","[993, 63, 312, 81]",[9824  736 2989  940],[9676  884 2890 1039],[9738  822 2974  955],[9865  695 3047  882],[9826  734 3005  924]
1,0.0005,"[1001, 55, 317, 76]","[993, 63, 289, 104]","[982, 74, 302, 91]","[1019, 37, 314, 79]","[970, 86, 287, 106]","[1011, 45, 317, 76]",[10059   501  3159   770],[9994  566 3120  809],[10016   544  3099   830],[9934  626 3071  858],[10015   545  3112   817]
2,0.0008,"[1013, 43, 319, 74]","[994, 62, 293, 100]","[992, 64, 315, 78]","[1008, 48, 313, 80]","[1021, 35, 319, 74]","[1027, 29, 341, 52]",[10088   472  3219   710],[9999  561 3116  813],[9943  617 3039  890],[9889  671 3020  909],[10012   548  3105   824]
3,0.001,"[1019, 37, 322, 71]","[995, 61, 295, 98]","[1001, 55, 323, 70]","[1011, 45, 315, 78]","[1017, 39, 314, 79]","[1027, 29, 340, 53]",[10138   422  3231   698],[10042   518  3154   775],[9938  622 3028  901],[9892  668 2997  932],[10030   530  3120   809]
4,0.002,"[1017, 39, 322, 71]","[1012, 44, 312, 81]","[1012, 44, 335, 58]","[1002, 54, 293, 100]","[997, 59, 299, 94]","[1026, 30, 333, 60]",[10079   481  3164   765],[9960  600 3056  873],[10033   527  3129   800],[10011   549  3078   851],[10046   514  3164   765]
5,0.003,"[1014, 42, 320, 73]","[991, 65, 287, 106]","[1013, 43, 339, 54]","[1013, 43, 304, 89]","[994, 62, 300, 93]","[1004, 52, 313, 80]",[10073   487  3177   752],[10050   510  3140   789],[10098   462  3181   748],[10104   456  3197   732],[10097   463  3219   710]
6,0.004,"[1014, 42, 318, 75]","[1025, 31, 329, 64]","[1019, 37, 344, 49]","[1017, 39, 310, 83]","[1009, 47, 308, 85]","[1010, 46, 319, 74]",[10159   401  3259   670],[10095   465  3201   728],[10150   410  3237   692],[10101   459  3195   734],[10147   413  3250   679]
7,0.005,"[1018, 38, 326, 67]","[1028, 28, 334, 59]","[1018, 38, 342, 51]","[1024, 32, 328, 65]","[1025, 31, 334, 59]","[1015, 41, 323, 70]",[10195   365  3322   607],[10106   454  3216   713],[10187   373  3309   620],[10155   405  3250   679],[10189   371  3298   631]
8,0.01,"[1051, 5, 385, 8]","[1054, 2, 379, 14]","[1052, 4, 386, 7]","[1048, 8, 377, 16]","[1050, 6, 377, 16]","[1041, 15, 368, 25]",[10488    72  3804   125],[10389   171  3660   269],[10448   112  3702   227],[10419   141  3682   247],[10438   122  3706   223]
