,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[1012, 44, 311, 82]",0.7478638967492581,0.5999581402599534,0.2107915500127259,0.3119584948061659
1,300,10,50,"[1004, 52, 302, 91]",0.7458761819311202,0.5805700620734704,0.22672435734283533,0.3260845082220374
2,300,15,50,"[995, 61, 295, 98]",0.7411139485126649,0.5517632459775619,0.24153728684143547,0.33599018990515306
