,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[791, 265, 205, 188]",0.6838705224653185,0.4302478739961382,0.5112242300839909,0.4672467820716821
1,200,"[794, 262, 205, 188]",0.6837877010145628,0.43011284631027386,0.5110206159328075,0.4670825589469173
2,300,"[794, 262, 205, 188]",0.683746290289185,0.4300265077957679,0.5107660982438279,0.4669256318521472
3,400,"[795, 261, 205, 188]",0.683718683138933,0.4299904881115396,0.5107660982438279,0.4669037718214918
4,500,"[793, 263, 205, 188]",0.683704879563807,0.42998359426410493,0.5108679053194197,0.46694281423376216
5,800,"[794, 262, 205, 188]",0.6836772724135551,0.42995356098709897,0.5109188088572156,0.46694627762999474
6,1000,"[793, 263, 205, 188]",0.6836772724135551,0.4299482470399834,0.5108679053194197,0.4669217301010746
