,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[939, 117, 272, 121]",0.7203533715232245,0.47629413141301596,0.3134639857470094,0.3780704147498385
1,10,"[1003, 53, 311, 82]",0.7415280557664434,0.5562981502874444,0.2315601934334436,0.32698580269047073
2,12,"[1001, 55, 305, 88]",0.7427289668024019,0.5622101853817092,0.2316110969712395,0.3280669879209047
3,14,"[1002, 54, 305, 88]",0.7441231278901236,0.5687444075641319,0.2331891066429117,0.3307569139255089
4,16,"[1000, 56, 306, 87]",0.7454068603768376,0.574937972444508,0.2344616950878086,0.3330808023692803
5,20,"[998, 58, 302, 91]",0.7458485747808682,0.5771038476588954,0.2348689233901756,0.333855452634758
