,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[988, 68, 293, 100]","[980, 76, 306, 87]","[974, 82, 287, 106]","[979, 77, 285, 108]","[969, 87, 285, 108]","[986, 70, 295, 98]",[9742  818 2922 1007],[9665  895 2852 1077],[9703  857 2858 1071],[9702  858 2856 1073],[9676  884 2840 1089]
1,12,100,"[991, 65, 292, 101]","[979, 77, 304, 89]","[973, 83, 287, 106]","[979, 77, 282, 111]","[972, 84, 286, 107]","[987, 69, 297, 96]",[9749  811 2920 1009],[9672  888 2851 1078],[9717  843 2850 1079],[9717  843 2864 1065],[9690  870 2838 1091]
2,12,150,"[992, 64, 294, 99]","[979, 77, 301, 92]","[976, 80, 287, 106]","[981, 75, 284, 109]","[974, 82, 284, 109]","[988, 68, 295, 98]",[9753  807 2911 1018],[9690  870 2840 1089],[9708  852 2848 1081],[9720  840 2867 1062],[9689  871 2828 1101]
3,14,50,"[988, 68, 296, 97]","[977, 79, 306, 87]","[980, 76, 282, 111]","[979, 77, 287, 106]","[973, 83, 287, 106]","[989, 67, 294, 99]",[9759  801 2924 1005],[9690  870 2859 1070],[9722  838 2875 1054],[9728  832 2865 1064],[9704  856 2834 1095]
4,14,100,"[993, 63, 296, 97]","[974, 82, 303, 90]","[977, 79, 284, 109]","[981, 75, 286, 107]","[976, 80, 286, 107]","[990, 66, 296, 97]",[9766  794 2923 1006],[9694  866 2855 1074],[9723  837 2864 1065],[9745  815 2857 1072],[9709  851 2839 1090]
5,14,150,"[998, 58, 293, 100]","[981, 75, 303, 90]","[980, 76, 285, 108]","[975, 81, 283, 110]","[974, 82, 287, 106]","[990, 66, 295, 98]",[9773  787 2914 1015],[9709  851 2861 1068],[9719  841 2859 1070],[9744  816 2864 1065],[9708  852 2834 1095]
6,16,50,"[994, 62, 295, 98]","[978, 78, 303, 90]","[980, 76, 283, 110]","[980, 76, 284, 109]","[975, 81, 287, 106]","[989, 67, 294, 99]",[9778  782 2925 1004],[9726  834 2880 1049],[9751  809 2885 1044],[9764  796 2870 1059],[9735  825 2850 1079]
7,16,100,"[994, 62, 291, 102]","[981, 75, 302, 91]","[982, 74, 286, 107]","[981, 75, 285, 108]","[974, 82, 288, 105]","[990, 66, 294, 99]",[9785  775 2924 1005],[9723  837 2873 1056],[9755  805 2881 1048],[9769  791 2869 1060],[9735  825 2854 1075]
8,16,150,"[994, 62, 291, 102]","[985, 71, 303, 90]","[981, 75, 286, 107]","[973, 83, 283, 110]","[978, 78, 288, 105]","[990, 66, 293, 100]",[9787  773 2921 1008],[9720  840 2867 1062],[9756  804 2872 1057],[9766  794 2866 1063],[9737  823 2844 1085]
